"order_date","customer_id","customer_name","segment","product_name","discount","sum_discount","row_id"
"2017-12-27","DB-13120","David Bremer","Corporate","Staple envelope","0.20","0.20","7651"
"2019-01-21","DS-13030","Darrin Sayre","Home Office","Acco Translucent Poly Ring Binders","0.20","0.20","738"
"2016-09-29","SM-20950","Suzanne McNair","Corporate","Nontoxic Chalk","0.20","0.20","4052"
"2018-10-14","NC-18415","Nathan Cano","Consumer","Staple remover","0.20","0.20","3804"
"2018-07-16","AM-10360","Alice McCarthy","Corporate","Personal Filing Tote with Lid, Black/Gray","0.20","0.20","188"
"2019-02-03","RD-19810","Ross DeVincentis","Home Office","Xerox 189","0.20","0.20","7448"
"2019-12-16","AY-10555","Andy Yotov","Corporate","Prestige Round Ring Binders","0.20","0.20","2965"
"2017-10-12","MP-17470","Mark Packer","Home Office","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","0.20","0.20","190"
"2019-07-25","DD-13570","Dorothy Dickinson","Consumer","Avery 491","0.20","0.20","5116"
"2018-09-25","AS-10045","Aaron Smayling","Corporate","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","0.20","0.20","9538"
"2017-11-10","SC-20020","Sam Craven","Consumer","Iceberg Mobile Mega Data/Printer Cart","0.20","0.20","9552"
"2018-07-14","SW-20755","Steven Ward","Corporate","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","0.20","0.20","1212"
"2017-03-01","TP-21565","Tracy Poddar","Corporate","Jackery Bar Premium Fast-charging Portable Charger","0.20","0.20","9445"
"2019-09-10","FH-14275","Frank Hawley","Corporate","Avery Non-Stick Binders","0.20","0.20","1849"
"2018-03-13","SC-20770","Stewart Carmichael","Corporate","SAFCO Commercial Wire Shelving, Black","0.20","0.20","7420"
"2019-09-07","JA-15970","Joseph Airdo","Consumer","Global Low Back Tilter Chair","0.20","0.20","8125"
"2017-04-13","FP-14320","Frank Preis","Consumer","Apple iPhone 5C","0.20","0.20","8931"
"2016-11-18","PW-19240","Pierre Wener","Consumer","Geographics Note Cards, Blank, White, 8 1/2"" x 11""","0.20","0.20","2439"
"2018-04-19","KM-16720","Kunst Miller","Consumer","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","0.20","0.20","7114"
"2017-03-30","FC-14335","Fred Chung","Corporate","AT&T 17929 Lendline Telephone","0.20","0.20","6435"
"2019-07-05","LS-16945","Linda Southworth","Corporate","Xerox 1966","0.20","0.20","4233"
"2017-03-22","DB-13210","Dean Braden","Consumer","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","0.20","0.20","520"
"2017-12-24","MS-17365","Maribeth Schnelling","Consumer","Magna Visual Magnetic Picture Hangers","0.20","0.20","2082"
"2016-12-16","EJ-13720","Ed Jacobs","Consumer","Xerox 224","0.20","0.20","4713"
"2019-12-22","JL-15130","Jack Lebron","Consumer","Holmes Replacement Filter for HEPA Air Cleaner, Large Room","0.20","0.20","8954"
"2018-11-19","EH-13945","Eric Hoffmann","Consumer","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","0.20","0.20","1111"
"2018-09-02","LR-16915","Lena Radford","Consumer","SpineVue Locking Slant-D Ring Binders by Cardinal","0.20","0.20","9238"
"2017-10-01","EM-13960","Eric Murdock","Consumer","Wilson Electronics DB Pro Signal Booster","0.20","0.20","9489"
"2019-07-27","MG-18145","Mike Gockenbach","Consumer","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","0.20","0.20","4126"
"2018-12-26","AJ-10795","Anthony Johnson","Corporate","Round Ring Binders","0.20","0.20","5178"
"2017-05-14","JO-15550","Jesus Ocampo","Home Office","Boston School Pro Electric Pencil Sharpener, 1670","0.20","0.20","695"
"2016-10-10","TN-21040","Tanja Norvell","Home Office","Global Deluxe Stacking Chair, Gray","0.20","0.20","4533"
"2019-12-03","LC-16870","Lena Cacioppo","Consumer","Memorex Micro Travel Drive 16 GB","0.20","0.20","7882"
"2016-12-24","BF-11170","Ben Ferrer","Home Office","Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black","0.20","0.20","4504"
"2019-08-21","PK-19075","Pete Kriz","Consumer","Avery Metallic Poly Binders","0.20","0.20","9270"
"2017-12-10","RA-19945","Ryan Akin","Consumer","Maxell 4.7GB DVD-RW 3/Pack","0.20","0.20","8438"
"2017-04-16","TS-21160","Theresa Swint","Corporate","Super Bands, 12/Pack","0.20","0.20","1063"
"2019-01-24","KD-16495","Keith Dawkins","Corporate","Jensen SMPS-640 -�speaker phone","0.20","0.20","9598"
"2018-01-30","TB-21250","Tim Brockman","Consumer","Global Deluxe High-Back Office Chair in Storm","0.20","0.20","7565"
"2018-09-16","KD-16495","Keith Dawkins","Corporate","Sauder Forest Hills Library with Doors, Woodland Oak Finish","0.20","0.20","7271"
"2019-02-23","AC-10615","Ann Chong","Corporate","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","0.20","0.20","6028"
"2018-09-06","YC-21895","Yoseph Carroll","Corporate","Advantus Motivational Note Cards","0.20","0.20","5352"
"2017-04-20","ES-14020","Erica Smith","Consumer","Xerox 1916","0.20","0.20","6168"
"2018-05-09","CV-12805","Cynthia Voltz","Corporate","Hot File 7-Pocket, Floor Stand","0.20","0.20","8915"
"2019-11-04","JL-15175","James Lanier","Home Office","Adams Telephone Message Books, 5 1/4� x 11�","0.20","0.20","838"
"2016-02-03","TB-21400","Tom Boeckenhauer","Consumer","Ibico Laser Imprintable Binding System Covers","0.20","0.20","1518"
"2017-11-24","KM-16720","Kunst Miller","Consumer","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","0.20","0.20","64"
"2016-12-09","FP-14320","Frank Preis","Consumer","Globe Weis Peel & Seel First Class Envelopes","0.20","0.20","8123"
"2018-11-20","DW-13195","David Wiener","Corporate","Samsung HM1900 Bluetooth Headset","0.20","0.20","3240"
"2018-09-17","SJ-20125","Sanjit Jacobs","Home Office","Harbour Creations 67200 Series Stacking Chairs","0.20","0.20","3249"
"2018-09-12","BP-11185","Ben Peterman","Corporate","Avery 509","0.20","0.20","313"
"2019-09-07","RD-19900","Ruben Dartt","Consumer","Hanging Personal Folder File","0.20","0.20","2099"
"2018-05-08","CL-12565","Clay Ludtke","Consumer","Xerox 222","0.20","0.20","1633"
"2017-06-23","CS-12355","Christine Sundaresam","Consumer","JBL Micro Wireless Portable Bluetooth Speaker","0.20","0.20","6706"
"2019-07-06","FH-14365","Fred Hopkins","Corporate","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","0.20","0.20","200"
"2018-09-08","KB-16585","Ken Black","Corporate","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","0.20","0.20","4393"
"2019-09-07","CB-12025","Cassandra Brandow","Consumer","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","0.20","0.20","4153"
"2017-12-13","RD-19585","Rob Dowd","Consumer","Plantronics Voyager Pro Legend","0.20","0.20","3288"
"2019-08-29","CP-12085","Cathy Prescott","Corporate","Advantus Rolling Storage Box","0.20","0.20","1943"
"2019-08-20","GM-14500","Gene McClure","Consumer","GBC Recycled Regency Composition Covers","0.20","0.20","2025"
"2018-11-06","KL-16555","Kelly Lampkin","Corporate","High-Back Leather Manager's Chair","0.20","0.20","4971"
"2019-10-09","CP-12085","Cathy Prescott","Corporate","Nu-Dell Leatherette Frames","0.20","0.20","2712"
"2017-03-28","CK-12205","Chloris Kastensmidt","Consumer","Southworth Parchment Paper & Envelopes","0.20","0.20","2200"
"2016-01-09","MS-17830","Melanie Seite","Consumer","Memorex Micro Travel Drive 8 GB","0.20","0.20","594"
"2019-10-13","TS-21610","Troy Staebel","Consumer","Easy-staple paper","0.20","0.20","4255"
"2019-03-06","FC-14245","Frank Carlisle","Home Office","Digium D40 VoIP phone","0.20","0.20","6515"
"2017-04-06","TT-21220","Thomas Thornton","Consumer","Newell 312","0.20","0.20","2525"
"2019-06-10","MT-18070","Michelle Tran","Home Office","O'Sullivan Living Dimensions 2-Shelf Bookcases","0.20","0.20","486"
"2019-03-08","AH-10210","Alan Hwang","Consumer","Green Canvas Binder for 8-1/2"" x 14"" Sheets","0.20","0.20","4884"
"2016-10-26","AH-10585","Angele Hood","Consumer","Vtech CS6719","0.20","0.20","4306"
"2019-12-13","BP-11095","Bart Pistole","Corporate","Bush Andora Bookcase, Maple/Graphite Gray Finish","0.20","0.20","8779"
"2016-07-13","GK-14620","Grace Kelly","Corporate","Bevis Round Conference Table Top & Single Column Base","0.20","0.20","4552"
"2018-07-31","AH-10690","Anna H�berlin","Corporate","Laminate Occasional Tables","0.20","0.20","8168"
"2019-02-26","BT-11530","Bradley Talbott","Home Office","Toshiba IPT2010-SD IP�Telephone","0.20","0.20","1190"
"2018-12-23","FM-14290","Frank Merwin","Home Office","Xerox 1952","0.20","0.20","9673"
"2018-11-10","SW-20275","Scott Williamson","Consumer","Presstex Flexible Ring Binders","0.20","0.20","9249"
"2019-04-25","LL-16840","Lauren Leatherbury","Consumer","Surelock Post Binders","0.20","0.20","6889"
"2017-04-05","VT-21700","Valerie Takahito","Home Office","Fellowes High-Stak Drawer Files","0.20","0.20","3905"
"2019-12-01","DV-13465","Dianna Vittorini","Consumer","Fellowes Basic Home/Office Series Surge Protectors","0.20","0.20","584"
"2019-09-08","BF-11020","Barry Franz�sisch","Corporate","Canon PC-428 Personal Copier","0.20","0.20","6650"
"2016-03-31","TG-21640","Trudy Glocke","Consumer","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","0.20","0.20","9568"
"2019-09-05","LP-17095","Liz Preis","Consumer","Model L Table or Wall-Mount Pencil Sharpener","0.20","0.20","8198"
"2018-12-30","CJ-11875","Carl Jackson","Corporate","Newell 31","0.20","0.20","8667"
"2019-10-19","RD-19480","Rick Duston","Consumer","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3","0.20","0.20","1671"
"2017-12-20","KD-16345","Katherine Ducich","Consumer","Logitech G600 MMO Gaming Mouse","0.20","0.20","1723"
"2018-09-28","MM-18280","Muhammed MacIntyre","Corporate","Xerox 1960","0.20","0.20","377"
"2017-06-16","LS-17230","Lycoris Saunders","Consumer","Xerox 188","0.20","0.20","3938"
"2017-04-27","TC-21475","Tony Chapman","Home Office","Acme Value Line Scissors","0.20","0.20","3419"
"2019-04-25","MB-18085","Mick Brown","Consumer","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","0.20","0.20","5075"
"2016-12-14","JD-16015","Joy Daniels","Consumer","Belkin Standard 104 key USB Keyboard","0.20","0.20","1975"
"2019-10-02","Dp-13240","Dean percer","Home Office","Eldon 500 Class Desk Accessories","0.20","0.20","5318"
"2019-05-15","JF-15295","Jason Fortune-","Consumer","SAFCO Arco Folding Chair","0.20","0.20","2634"
"2019-10-30","JK-15625","Jim Karlsson","Consumer","Global Super Steno Chair","0.20","0.20","2281"
"2016-11-26","LS-17200","Luke Schmidt","Corporate","SpineVue Locking Slant-D Ring Binders by Cardinal","0.20","0.20","8602"
"2018-10-18","EP-13915","Emily Phan","Consumer","Global Deluxe Steno Chair","0.20","0.20","2886"
"2018-12-30","BM-11785","Bryan Mills","Consumer","Acme Office Executive Series Stainless Steel Trimmers","0.20","0.20","4763"
"2019-09-19","ES-14080","Erin Smith","Corporate","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","0.20","0.20","44"
"2017-04-05","VT-21700","Valerie Takahito","Home Office","Tenex Antistatic Computer Chair Mats","0.20","0.20","3907"
"2017-06-25","MV-17485","Mark Van Huff","Consumer","Avery File Folder Labels","0.20","0.20","8036"
"2019-02-10","MP-18175","Mike Pelletier","Home Office","Bush Andora Bookcase, Maple/Graphite Gray Finish","0.20","0.20","1535"
"2017-12-07","AH-10210","Alan Hwang","Consumer","Pressboard Data Binders by Wilson Jones","0.20","0.20","4977"
"2018-05-01","HF-14995","Herbert Flentye","Consumer","Avery 499","0.20","0.20","2664"
"2016-09-09","LC-17140","Logan Currie","Consumer","Rosewill 107 Normal Keys USB Wired Standard Keyboard","0.20","0.20","3598"
"2018-02-07","BE-11410","Bobby Elias","Consumer","Xerox 1912","0.20","0.20","2696"
"2019-11-26","CC-12610","Corey Catlett","Corporate","Holmes HEPA Air Purifier","0.20","0.20","3630"
"2018-11-03","XP-21865","Xylona Preis","Consumer","Avery Durable Plastic 1"" Binders","0.20","0.20","4483"
"2018-03-14","JS-15880","John Stevenson","Consumer","Xerox 1993","0.20","0.20","3930"
"2018-07-18","SV-20935","Susan Vittorini","Consumer","SanDisk Cruzer 4 GB USB Flash Drive","0.20","0.20","4730"
"2019-06-19","KH-16330","Katharine Harms","Corporate","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","0.20","0.20","7107"
"2016-08-09","RD-19720","Roger Demir","Consumer","Super Bands, 12/Pack","0.20","0.20","7433"
"2018-09-08","AG-10675","Anna Gayman","Consumer","Super Decoflex Portable Personal File","0.20","0.20","399"
"2016-11-12","DB-12970","Darren Budd","Corporate","Xerox 216","0.20","0.20","5554"
"2017-04-05","CA-11965","Carol Adams","Corporate","GuestStacker Chair with Chrome Finish Legs","0.20","0.20","7646"
"2018-11-12","DW-13480","Dianna Wilson","Home Office","Panasonic KX TS3282W Corded phone","0.20","0.20","7190"
"2018-09-23","DP-13105","Dave Poirier","Corporate","ACCOHIDE 3-Ring Binder, Blue, 1""","0.20","0.20","9351"
"2019-12-01","SJ-20215","Sarah Jordon","Consumer","Cisco SPA112 2 Port Phone Adapter","0.20","0.20","3244"
"2019-08-27","BP-11185","Ben Peterman","Corporate","Xerox 1981","0.20","0.20","8935"
"2018-12-10","CM-12235","Chris McAfee","Consumer","Fellowes PB200 Plastic Comb Binding Machine","0.20","0.20","7618"
"2019-08-27","SF-20200","Sarah Foster","Consumer","Flat Face Poster Frame","0.20","0.20","9386"
"2017-12-24","JB-15925","Joni Blumstein","Consumer","Executive Impressions 14"" Two-Color Numerals Wall Clock","0.20","0.20","223"
"2019-05-25","JL-15505","Jeremy Lonsdale","Consumer","Iris 3-Drawer Stacking Bin, Black","0.20","0.20","9128"
"2018-04-01","FP-14320","Frank Preis","Consumer","Avery Non-Stick Binders","0.20","0.20","5144"
"2016-09-13","JM-15535","Jessica Myrick","Consumer","Hypercom P1300 Pinpad","0.20","0.20","927"
"2018-12-09","GB-14530","George Bell","Corporate","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","0.20","0.20","2034"
"2019-09-08","RS-19765","Roland Schwarz","Corporate","Memorex Micro Travel Drive 32 GB","0.20","0.20","4529"
"2017-08-27","CC-12100","Chad Cunningham","Home Office","Avery Heavy-Duty EZD View Binder with Locking Rings","0.20","0.20","7980"
"2016-11-12","DB-12970","Darren Budd","Corporate","Avery Fluorescent Highlighter Four-Color Set","0.20","0.20","5551"
"2018-03-03","AA-10315","Alex Avila","Consumer","High Speed Automatic Electric Letter Opener","0.20","0.20","5199"
"2016-08-09","AG-10525","Andy Gerbode","Corporate","AT&T 1070 Corded Phone","0.20","0.20","315"
"2019-12-03","CS-12460","Chuck Sachs","Consumer","SpineVue Locking Slant-D Ring Binders by Cardinal","0.20","0.20","2464"
"2018-11-27","GG-14650","Greg Guthrie","Corporate","SAFCO Commercial Wire Shelving, 72h","0.20","0.20","1772"
"2017-09-13","KD-16615","Ken Dana","Corporate","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","0.20","0.20","9907"
"2019-07-29","AG-10675","Anna Gayman","Consumer","Newell 322","0.20","0.20","1737"
"2016-11-28","DH-13675","Duane Huffman","Home Office","Sauder Camden County Barrister Bookcase, Planked Cherry Finish","0.20","0.20","5495"
"2019-11-18","CD-12280","Christina DeMoss","Consumer","Wilson Jones 1"" Hanging DublLock Ring Binders","0.20","0.20","1656"
"2019-09-05","LP-17095","Liz Preis","Consumer","Maxell�LTO Ultrium - 800 GB","0.20","0.20","8197"
"2018-06-23","RD-19900","Ruben Dartt","Consumer","Nortel Meridian M3904 Professional Digital phone","0.20","0.20","6930"
"2019-11-20","KA-16525","Kelly Andreada","Consumer","Novimex High-Tech Fabric Mesh Task Chair","0.20","0.20","2072"
"2017-12-14","RD-19480","Rick Duston","Consumer","Wilson Jones Standard D-Ring Binders","0.20","0.20","5137"
"2017-05-29","VP-21760","Victoria Pisteka","Corporate","Tensor ""Hersey Kiss"" Styled Floor Lamp","0.20","0.20","9371"
"2019-08-13","DC-12850","Dan Campbell","Consumer","Belkin Premiere Surge Master II 8-outlet surge protector","0.20","0.20","7898"
"2016-11-01","ND-18370","Natalie DeCherney","Consumer","Plantronics Voyager Pro HD - Bluetooth Headset","0.20","0.20","2833"
"2019-05-18","AB-10105","Adrian Barton","Consumer","Aastra 6757i CT Wireless VoIP phone","0.20","0.20","4715"
"2017-11-21","EM-14095","Eudokia Martin","Corporate","Fellowes Command Center 5-outlet power strip","0.20","0.20","7627"
"2017-12-18","MK-17905","Michael Kennedy","Corporate","Newell 320","0.20","0.20","4009"
"2019-05-07","CS-11950","Carlos Soltero","Consumer","Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with","0.20","0.20","9374"
"2017-07-05","MW-18220","Mitch Webber","Consumer","Acco Perma 4000 Stacking Storage Drawers","0.20","0.20","4406"
"2019-09-16","AS-10090","Adam Shillingsburg","Consumer","Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry","0.20","0.20","3458"
"2016-06-09","CW-11905","Carl Weiss","Home Office","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","0.20","0.20","491"
"2018-07-18","LS-16945","Linda Southworth","Corporate","Fellowes Strictly Business Drawer File, Letter/Legal Size","0.20","0.20","1205"
"2019-05-15","JD-16015","Joy Daniels","Consumer","Xerox 1880","0.20","0.20","5510"
"2018-12-26","MC-18130","Mike Caudle","Corporate","Mitel 5320 IP Phone VoIP phone","0.20","0.20","4592"
"2019-07-17","AJ-10795","Anthony Johnson","Corporate","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","0.20","0.20","5652"
"2017-05-03","LC-16870","Lena Cacioppo","Consumer","Ibico Recycled Linen-Style Covers","0.20","0.20","7218"
"2016-07-20","KM-16375","Katherine Murray","Home Office","Letter Size Cart","0.20","0.20","3076"
"2018-11-24","NC-18340","Nat Carroll","Consumer","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","0.20","0.20","1397"
"2017-08-17","SC-20725","Steven Cartwright","Consumer","Xerox 21","0.20","0.20","9434"
"2019-10-23","DM-13015","Darrin Martin","Consumer","Newell 320","0.20","0.20","3858"
"2019-11-23","JM-15250","Janet Martin","Consumer","Newell Chalk Holder","0.20","0.20","109"
"2019-09-28","SP-20860","Sung Pak","Corporate","Xerox 220","0.20","0.20","6321"
"2018-12-23","LA-16780","Laura Armstrong","Corporate","Cisco SPA112 2 Port Phone Adapter","0.20","0.20","8561"
"2018-12-11","SC-20695","Steve Chapman","Corporate","Belkin F5C206VTEL 6 Outlet Surge","0.20","0.20","9696"
"2018-11-15","TG-21310","Toby Gnade","Consumer","Avery Self-Adhesive Photo Pockets for Polaroid Photos","0.20","0.20","2241"
"2018-07-07","CC-12100","Chad Cunningham","Home Office","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","0.20","0.20","6524"
"2017-05-12","JG-15160","James Galang","Consumer","Digium D40 VoIP phone","0.20","0.20","8663"
"2019-04-11","HM-14980","Henry MacAllister","Consumer","Newell 321","0.20","0.20","8319"
"2018-10-31","FO-14305","Frank Olsen","Consumer","Xerox 1898","0.20","0.20","6138"
"2019-09-04","DO-13645","Doug O'Connell","Consumer","Xerox 213","0.20","0.20","7305"
"2018-03-20","PB-19105","Peter B�hler","Consumer","Belkin iPhone and iPad Lightning Cable","0.20","0.20","749"
"2016-05-16","PW-19030","Pauline Webber","Corporate","Iceberg Nesting Folding Chair, 19w x 6d x 43h","0.20","0.20","7825"
"2017-03-20","DH-13075","Dave Hallsten","Corporate","Fellowes PB200 Plastic Comb Binding Machine","0.20","0.20","9926"
"2016-06-30","MS-17980","Michael Stewart","Corporate","Xerox 225","0.20","0.20","4502"
"2018-10-09","SP-20545","Sibella Parks","Corporate","Xerox 1947","0.20","0.20","6507"
"2016-04-23","LB-16795","Laurel Beltran","Home Office","G.E. Halogen Desk Lamp Bulbs","0.20","0.20","3409"
"2016-05-28","MM-17260","Magdelene Morse","Consumer","Green Canvas Binder for 8-1/2"" x 14"" Sheets","0.20","0.20","8439"
"2019-08-13","DC-12850","Dan Campbell","Consumer","Eldon Radial Chair Mat for Low to Medium Pile Carpets","0.20","0.20","7902"
"2018-12-27","MT-17815","Meg Tillman","Consumer","It's Hot Message Books with Stickers, 2 3/4"" x 5""","0.20","0.20","4440"
"2017-11-14","KB-16585","Ken Black","Corporate","Plantronics Audio 478 Stereo USB Headset","0.20","0.20","5723"
"2016-04-11","JK-15370","Jay Kimmel","Consumer","Acco Banker's Clasps, 5 3/4""-Long","0.20","0.20","3774"
"2016-05-26","MM-18055","Michelle Moray","Consumer","SAFCO Mobile Desk Side File, Wire Frame","0.20","0.20","6740"
"2016-09-17","JA-15970","Joseph Airdo","Consumer","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","0.20","0.20","7603"
"2016-08-23","AP-10915","Arthur Prichep","Consumer","Xerox 1931","0.20","0.20","7024"
"2018-04-12","JF-15295","Jason Fortune-","Consumer","Aluminum Screw Posts","0.20","0.20","7363"
"2017-05-13","BF-11170","Ben Ferrer","Home Office","Toshiba IPT2010-SD IP�Telephone","0.20","0.20","7160"
"2016-12-05","NB-18655","Nona Balk","Corporate","Fellowes Bankers Box Recycled Super Stor/Drawer","0.20","0.20","5379"
"2017-07-26","BP-11095","Bart Pistole","Corporate","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","0.20","0.20","7435"
"2017-06-25","MV-17485","Mark Van Huff","Consumer","Xerox 1884","0.20","0.20","8033"
"2018-04-03","SR-20740","Steven Roelle","Home Office","Xerox 1962","0.20","0.20","8572"
"2016-10-02","ES-14080","Erin Smith","Corporate","Staples","0.20","0.20","3224"
"2016-12-20","CT-11995","Carol Triggs","Consumer","Xerox 1888","0.20","0.20","4693"
"2017-11-08","SC-20095","Sanjit Chand","Consumer","Deluxe Heavy-Duty Vinyl Round Ring Binder","0.20","0.20","3023"
"2019-11-29","TT-21070","Ted Trevino","Consumer","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","0.20","0.20","7390"
"2019-11-03","PB-19105","Peter B�hler","Consumer","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","0.20","0.20","7716"
"2018-09-15","AH-10075","Adam Hart","Corporate","GBC DocuBind 300 Electric Binding Machine","0.20","0.20","925"
"2017-03-22","DC-13285","Debra Catini","Consumer","Logitech G602 Wireless Gaming Mouse","0.20","0.20","8556"
"2019-10-31","CY-12745","Craig Yedwab","Corporate","#10 Gummed Flap White Envelopes, 100/Box","0.20","0.20","7828"
"2016-06-25","GK-14620","Grace Kelly","Corporate","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","0.20","0.20","4848"
"2018-12-22","LC-16885","Lena Creighton","Consumer","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","0.20","0.20","8512"
"2019-08-21","CM-11815","Candace McMahon","Corporate","Padded Folding Chairs, Black, 4/Carton","0.20","0.20","8040"
"2018-08-04","LC-16930","Linda Cazamias","Corporate","Mitel 5320 IP Phone VoIP phone","0.20","0.20","4086"
"2018-12-11","CA-12775","Cynthia Arntzen","Consumer","Prang Drawing Pencil Set","0.20","0.20","1603"
"2019-12-30","PO-18865","Patrick O'Donnell","Consumer","Bush Westfield Collection Bookcases, Fully Assembled","0.20","0.20","907"
"2018-07-04","RB-19465","Rick Bensley","Home Office","OtterBox Defender Series Case - Samsung Galaxy S4","0.20","0.20","5938"
"2017-11-03","CM-12655","Corinna Mitchell","Home Office","Cisco IP Phone 7961G-GE VoIP phone","0.20","0.20","1487"
"2018-09-10","BD-11770","Bryan Davis","Consumer","Storex Dura Pro Binders","0.20","0.20","8616"
"2019-09-24","RO-19780","Rose O'Brian","Consumer","Wirebound Voice Message Log Book","0.20","0.20","9354"
"2018-10-20","CM-12445","Chuck Magee","Consumer","Staples","0.20","0.20","6207"
"2019-08-07","JL-15505","Jeremy Lonsdale","Consumer","Polycom VoiceStation 500 Conference�phone","0.20","0.20","9180"
"2019-01-14","BH-11710","Brosina Hoffman","Consumer","Xerox 1931","0.20","0.20","4911"
"2018-02-21","LC-16960","Lindsay Castell","Home Office","Standard Rollaway File with Lock","0.20","0.20","8279"
"2016-11-04","SZ-20035","Sam Zeldin","Home Office","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","0.20","0.20","4996"
"2018-05-02","CC-12475","Cindy Chapman","Consumer","Poly Designer Cover & Back","0.20","0.20","3238"
"2017-12-11","SC-20800","Stuart Calhoun","Consumer","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","0.20","0.20","2013"
"2019-10-13","AG-10495","Andrew Gjertsen","Corporate","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","0.20","0.20","278"
"2017-08-17","SC-20725","Steven Cartwright","Consumer","Imation�Clip USB�flash drive�- 8 GB","0.20","0.20","9433"
"2017-11-15","DK-13225","Dean Katz","Corporate","Home/Office Personal File Carts","0.20","0.20","549"
"2019-09-22","SH-19975","Sally Hughsby","Corporate","Staple envelope","0.20","0.20","3211"
"2016-10-15","AC-10660","Anna Chung","Consumer","Xerox 1897","0.20","0.20","4899"
"2019-09-16","AB-10060","Adam Bellavance","Home Office","Xerox 231","0.20","0.20","3034"
"2016-07-11","MH-17455","Mark Hamilton","Consumer","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","0.20","0.20","6336"
"2018-10-06","LB-16795","Laurel Beltran","Home Office","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","0.20","0.20","7645"
"2019-10-21","NK-18490","Neil Knudson","Home Office","Newell 33","0.20","0.20","2159"
"2017-08-13","EJ-13720","Ed Jacobs","Consumer","Fellowes High-Stak Drawer Files","0.20","0.20","7582"
"2019-04-20","CV-12805","Cynthia Voltz","Corporate","Computer Room Manger, 14""","0.20","0.20","6154"
"2018-09-10","DV-13465","Dianna Vittorini","Consumer","Ibico EB-19 Dual Function Manual Binding System","0.20","0.20","9086"
"2016-10-19","EH-14125","Eugene Hildebrand","Home Office","RCA Visys Integrated PBX 8-Line Router","0.20","0.20","9462"
"2018-08-23","MH-18115","Mick Hernandez","Home Office","SAFCO Boltless Steel Shelving","0.20","0.20","3017"
"2017-09-11","GB-14530","George Bell","Corporate","Deflect-O Glasstique Clear Desk Accessories","0.20","0.20","8550"
"2019-09-07","PF-19225","Phillip Flathmann","Consumer","Konftel 250 Conference�phone�- Charcoal black","0.20","0.20","9328"
"2019-10-30","MC-18100","Mick Crebagga","Consumer","Eldon Shelf Savers Cubes and Bins","0.20","0.20","1744"
"2019-10-30","MC-18100","Mick Crebagga","Consumer","Stacking Tray, Side-Loading, Legal, Smoke","0.20","0.20","1743"
"2019-05-06","MB-18085","Mick Brown","Consumer","GE 30524EE4","0.20","0.20","6636"
"2018-08-26","KD-16615","Ken Dana","Corporate","Deluxe Heavy-Duty Vinyl Round Ring Binder","0.20","0.20","9311"
"2019-03-21","PS-18970","Paul Stevenson","Home Office","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","0.20","0.20","9362"
